,ID_Immobile_cantiere,rif_cantiere,nome_cantiere,cantiere,stato_cantiere,agenzia,referente_cantiere,Indirizzo,coordinate,n_immobili,ID_Immobile,Rif,Stato_Immobile,Stato_trattativa,Richiesta,Macro_Tipologia,in_pubblicita,Tipologia,Sub_Tipologia,MQ_Commerciali_da,N_Bagni,N_Camere_da_Letto,Giardino,Ultimo_Agg_Prezzo,avanzamento_lavori,Inizio_Lavori,Consegna,classe_energetica,Latitudine,Longitudine
28,45343,103-23,,103-23 ,Cantiere/Gruppo Attivo,Altedo,Torcasso Angela,"Malalbergo, via Cavedagnone Massei snc","44.6894, 11.5047",3,47015.0,103-23c,Pubblicato,,285000.0,Villa o Villetta,In Pubblicità,Villetta (Schiera - Trifamiliare - Quadrifamiliare),,160.0,2.0,3.0,Privato,,,,,A4,44.6894,11.5047
29,45345,1037-21,,1037-21 ,Cantiere/Gruppo Terminato,San Pietro in Casale,Ceneri Vittorio,"San Pietro in Casale, Via De Zaiacomo 18","44.6991, 11.4029",8,46005.0,1037-21b,Archiviato,,288000.0,Appartamento,Non in Pubblicità,Appartamento,Trilocale,75.0,2.0,2.0,Assente,,,,,,44.6991,11.4029
30,45345,1037-21,,1037-21 ,Cantiere/Gruppo Terminato,San Pietro in Casale,Ceneri Vittorio,"San Pietro in Casale, Via De Zaiacomo 18","44.6991, 11.4029",8,46007.0,1037-21e,Venduto/Affittato da ISP,Stipula/Contratto,235000.0,Appartamento,Non in Pubblicità,Appartamento,Trilocale,73.0,2.0,2.0,Privato,,,,,,44.6991,11.4029
31,45345,1037-21,,1037-21 ,Cantiere/Gruppo Terminato,San Pietro in Casale,Ceneri Vittorio,"San Pietro in Casale, Via De Zaiacomo 18","44.6991, 11.4029",8,46009.0,1037-21f,Venduto/Affittato da ISP,Stipula/Contratto,288000.0,Appartamento,Non in Pubblicità,Appartamento,5 Locali,110.0,2.0,2.0,Assente,,,,,,44.6991,11.4029
32,45345,1037-21,,1037-21 ,Cantiere/Gruppo Terminato,San Pietro in Casale,Ceneri Vittorio,"San Pietro in Casale, Via De Zaiacomo 18","44.6991, 11.4029",8,46011.0,1037-21h,Venduto/Affittato da ISP,Stipula/Contratto,288000.0,Appartamento,Non in Pubblicità,Appartamento,Trilocale,110.4,2.0,2.0,Assente,,,,,,44.6991,11.4029
33,45345,1037-21,,1037-21 ,Cantiere/Gruppo Terminato,San Pietro in Casale,Ceneri Vittorio,"San Pietro in Casale, Via De Zaiacomo 18","44.6991, 11.4029",8,46013.0,1037-21i,Archiviato,,298000.0,Appartamento,Non in Pubblicità,Appartamento,5 Locali,110.0,2.0,4.0,Assente,,,,,,44.6991,11.4029
34,45345,1037-21,,1037-21 ,Cantiere/Gruppo Terminato,San Pietro in Casale,Ceneri Vittorio,"San Pietro in Casale, Via De Zaiacomo 18","44.6991, 11.4029",8,47413.0,1037-21a,Venduto/Affittato da ISP,Stipula/Contratto,270000.0,Appartamento,Non in Pubblicità,Appartamento,Trilocale,73.0,2.0,2.0,Privato,,,,,,44.6991,11.4029
35,45345,1037-21,,1037-21 ,Cantiere/Gruppo Terminato,San Pietro in Casale,Ceneri Vittorio,"San Pietro in Casale, Via De Zaiacomo 18","44.6991, 11.4029",8,47415.0,1037-21c,Venduto/Affittato da ISP,Stipula/Contratto,270000.0,Appartamento,Non in Pubblicità,Appartamento,Quadrilocale,104.0,2.0,2.0,Assente,,,,,,44.6991,11.4029
36,45345,1037-21,,1037-21 ,Cantiere/Gruppo Terminato,San Pietro in Casale,Ceneri Vittorio,"San Pietro in Casale, Via De Zaiacomo 18","44.6991, 11.4029",8,47417.0,1037-21d,Venduto/Affittato da ISP,Stipula/Contratto,238000.0,Appartamento,Non in Pubblicità,Appartamento,Trilocale,91.2,2.0,2.0,Privato,,,,,,44.6991,11.4029
37,45347,1055-19,,1055-19 ,Cantiere/Gruppo Terminato,San Pietro in Casale,Ceneri Vittorio,"San Pietro in Casale, Via Paolo Borsellino snc","44.6928, 11.3984",3,45605.0,1055-19e,Archiviato,,298000.0,Appartamento,Non in Pubblicità,Appartamento,5 Locali,146.27,1.0,2.0,Assente,,,,,*A+,44.6928,11.3984
38,45347,1055-19,,1055-19 ,Cantiere/Gruppo Terminato,San Pietro in Casale,Ceneri Vittorio,"San Pietro in Casale, Via Paolo Borsellino snc","44.6928, 11.3984",3,45607.0,1055-19f,Archiviato,,215000.0,Appartamento,Non in Pubblicità,Appartamento,Trilocale,105.95,1.0,2.0,Assente,,,,,*A+,44.6928,11.3984
39,45347,1055-19,,1055-19 ,Cantiere/Gruppo Terminato,San Pietro in Casale,Ceneri Vittorio,"San Pietro in Casale, Via Paolo Borsellino snc","44.6928, 11.3984",3,47381.0,1055-19h,Venduto/Affittato da ISP,Stipula/Contratto,295000.0,Appartamento,Non in Pubblicità,Appartamento,5 Locali,144.8,1.0,2.0,Assente,,,,,*A+,44.6928,11.3984
40,45349,1077-18,,1077-18 ,Cantiere/Gruppo Terminato,Divisioni Specialistiche,Biondi Gianni,"San Giorgio di Piano, via selvatico 1","44.6555, 11.3657",1,45565.0,1077-18f,Archiviato,,245000.0,Terreno,Non in Pubblicità,Terreno Edificabile Residenziale,,1356.0,0.0,0.0,Assente,,,,,,44.6555,11.3657
41,45351,1092-21,,,Cantiere/Gruppo Attivo,San Giorgio di Piano,Magli Stefano,"San Giorgio di Piano, Via Rita Levi Montalcini 1","44.6489, 11.3672",6,45949.0,1092-21b,Archiviato,,142000.0,Terreno,Non in Pubblicità,Terreno Edificabile Residenziale,,714.0,0.0,0.0,Assente,,,,,,44.6489,11.3672
42,45351,1092-21,,,Cantiere/Gruppo Attivo,San Giorgio di Piano,Magli Stefano,"San Giorgio di Piano, Via Rita Levi Montalcini 1","44.6489, 11.3672",6,45951.0,1092-21c,Archiviato,,142000.0,Terreno,Non in Pubblicità,Terreno Edificabile Residenziale,,714.0,0.0,0.0,Assente,,,,,,44.6489,11.3672
43,45351,1092-21,,,Cantiere/Gruppo Attivo,San Giorgio di Piano,Magli Stefano,"San Giorgio di Piano, Via Rita Levi Montalcini 1","44.6489, 11.3672",6,45953.0,1092-21h,Venduto/Affittato da ISP,Stipula/Contratto,128000.0,Terreno,Non in Pubblicità,Terreno Edificabile Residenziale,,722.75,0.0,0.0,Assente,,,,,,44.6489,11.3672
44,45351,1092-21,,,Cantiere/Gruppo Attivo,San Giorgio di Piano,Magli Stefano,"San Giorgio di Piano, Via Rita Levi Montalcini 1","44.6489, 11.3672",6,45955.0,1092-21i,Venduto/Affittato da ISP,Stipula/Contratto,128000.0,Terreno,Non in Pubblicità,Terreno Edificabile Residenziale,,722.75,0.0,0.0,Assente,,,,,,44.6489,11.3672
45,45351,1092-21,,,Cantiere/Gruppo Attivo,San Giorgio di Piano,Magli Stefano,"San Giorgio di Piano, Via Rita Levi Montalcini 1","44.6489, 11.3672",6,45957.0,1092-21n,Incarico (Non Pubblicato),,190000.0,Terreno,Non in Pubblicità,Terreno Edificabile Residenziale,,960.0,0.0,0.0,Assente,,,,,,44.6489,11.3672
46,45353,1111-21,,1111-21 ,Cantiere/Gruppo Attivo,Castenaso,Torre Antonio,"Castenaso, Via Bixio snc","44.5071, 11.4811",11,46031.0,1111-21f,Venduto/Affittato da ISP,Stipula/Contratto,325000.0,Appartamento,Non in Pubblicità,Appartamento,Quadrilocale,105.0,2.0,2.0,Privato,,,,,*A+,44.5071,11.4811
47,45353,1111-21,,1111-21 ,Cantiere/Gruppo Attivo,Castenaso,Torre Antonio,"Castenaso, Via Bixio snc","44.5071, 11.4811",11,46033.0,1111-21g,Archiviato,,301000.0,Appartamento,Non in Pubblicità,Appartamento,Trilocale,100.0,2.0,2.0,Assente,,,,,A4,44.5071,11.4811
48,45353,1111-21,,1111-21 ,Cantiere/Gruppo Attivo,Castenaso,Torre Antonio,"Castenaso, Via Bixio snc","44.5071, 11.4811",11,46035.0,1111-21h,Venduto/Affittato da ISP,Stipula/Contratto,191000.0,Appartamento,Non in Pubblicità,Appartamento,Bilocale,59.0,1.0,1.0,Assente,,,,,*A+,44.5071,11.4811
49,45353,1111-21,,1111-21 ,Cantiere/Gruppo Attivo,Castenaso,Torre Antonio,"Castenaso, Via Bixio snc","44.5071, 11.4811",11,46037.0,1111-21k,Archiviato,,387000.0,Appartamento,Non in Pubblicità,Appartamento,5 Locali,132.0,2.0,3.0,Assente,,,,,A4,44.5071,11.4811
50,45353,1111-21,,1111-21 ,Cantiere/Gruppo Attivo,Castenaso,Torre Antonio,"Castenaso, Via Bixio snc","44.5071, 11.4811",11,46039.0,1111-21l,Archiviato,,399000.0,Appartamento,Non in Pubblicità,Appartamento,5 Locali,132.0,2.0,3.0,Assente,,,,,A4,44.5071,11.4811
51,45353,1111-21,,1111-21 ,Cantiere/Gruppo Attivo,Castenaso,Torre Antonio,"Castenaso, Via Bixio snc","44.5071, 11.4811",11,46041.0,1111-21o,Archiviato,,399000.0,Appartamento,Non in Pubblicità,Appartamento,5 Locali,132.0,2.0,3.0,Assente,,,,,*A+,44.5071,11.4811
52,45353,1111-21,,1111-21 ,Cantiere/Gruppo Attivo,Castenaso,Torre Antonio,"Castenaso, Via Bixio snc","44.5071, 11.4811",11,46043.0,1111-21p,Venduto/Affittato da ISP,Stipula/Contratto,560000.0,Appartamento,Non in Pubblicità,Appartamento,Più di 5 Locali,191.0,2.0,3.0,Assente,,,,,A4,44.5071,11.4811
53,45355,1137-19,,1137-19 ,Cantiere/Gruppo Attivo,Altedo,Tanchella Luca,"Malalbergo, via Rino Pezzoli snc","44.68793, 11.49832",1,45653.0,1137-19a,Pubblicato,,395000.0,Villa o Villetta,In Pubblicità,Villa Indipendente,,160.0,2.0,3.0,Privato,,,,,A4,44.68793,11.49832
54,45357,1146-19,,1146-19 ,Cantiere/Gruppo Terminato,San Giorgio di Piano,Magli Stefano,"Bentivoglio, Arrigo Boldrini snc","44.6358, 11.4172",6,45643.0,1146-19b,Archiviato,,290000.0,Appartamento,Non in Pubblicità,Appartamento,Quadrilocale,123.25,2.0,3.0,Assente,,,,,*A+,44.6358,11.4172
55,45357,1146-19,,1146-19 ,Cantiere/Gruppo Terminato,San Giorgio di Piano,Magli Stefano,"Bentivoglio, Arrigo Boldrini snc","44.6358, 11.4172",6,45645.0,1146-19c,Archiviato,,290000.0,Appartamento,Non in Pubblicità,Appartamento,Quadrilocale,120.05,2.0,3.0,Assente,,,,,*A+,44.6358,11.4172
56,45357,1146-19,,1146-19 ,Cantiere/Gruppo Terminato,San Giorgio di Piano,Magli Stefano,"Bentivoglio, Arrigo Boldrini snc","44.6358, 11.4172",6,45647.0,1146-19d,Archiviato,,220000.0,Appartamento,Non in Pubblicità,Appartamento,Trilocale,97.65,1.0,2.0,Assente,,,,,*A+,44.6358,11.4172
57,45357,1146-19,,1146-19 ,Cantiere/Gruppo Terminato,San Giorgio di Piano,Magli Stefano,"Bentivoglio, Arrigo Boldrini snc","44.6358, 11.4172",6,45649.0,1146-19e,Archiviato,,295000.0,Appartamento,Non in Pubblicità,Appartamento,Quadrilocale,123.25,2.0,3.0,Assente,,,,,*A+,44.6358,11.4172
58,45357,1146-19,,1146-19 ,Cantiere/Gruppo Terminato,San Giorgio di Piano,Magli Stefano,"Bentivoglio, Arrigo Boldrini snc","44.6358, 11.4172",6,45651.0,1146-19f,Archiviato,,215000.0,Appartamento,Non in Pubblicità,Appartamento,Trilocale,90.05,1.0,2.0,Assente,,,,,*A+,44.6358,11.4172
59,45357,1146-19,,1146-19 ,Cantiere/Gruppo Terminato,San Giorgio di Piano,Magli Stefano,"Bentivoglio, Arrigo Boldrini snc","44.6358, 11.4172",6,47385.0,1146-19a,Archiviato,,225000.0,Appartamento,Non in Pubblicità,Appartamento,Trilocale,93.0,1.0,2.0,Assente,,,,,*A+,44.6358,11.4172
60,45359,1157-21,,1157-21 ,Cantiere/Gruppo Attivo,San Pietro in Casale,Ceneri Vittorio,"San Pietro in Casale, Borsellino snc","44.69454, 11.39668",4,46055.0,1157-21a,Pubblicato,,97000.0,Terreno,In Pubblicità,Terreno Edificabile Residenziale,,508.0,0.0,0.0,Assente,,,,,,44.69454,11.39668
61,45359,1157-21,,1157-21 ,Cantiere/Gruppo Attivo,San Pietro in Casale,Ceneri Vittorio,"San Pietro in Casale, Borsellino snc","44.69454, 11.39668",4,46057.0,1157-21b,Incarico (Non Pubblicato),,97000.0,Terreno,Non in Pubblicità,Terreno Edificabile Residenziale,,461.0,0.0,0.0,Assente,,,,,,44.69454,11.39668
62,45359,1157-21,,1157-21 ,Cantiere/Gruppo Attivo,San Pietro in Casale,Ceneri Vittorio,"San Pietro in Casale, Borsellino snc","44.69454, 11.39668",4,46059.0,1157-21c,Incarico (Non Pubblicato),,97000.0,Terreno,Non in Pubblicità,Terreno Edificabile Residenziale,,424.0,0.0,0.0,Assente,,,,,,44.69454,11.39668
63,45359,1157-21,,1157-21 ,Cantiere/Gruppo Attivo,San Pietro in Casale,Ceneri Vittorio,"San Pietro in Casale, Borsellino snc","44.69454, 11.39668",4,46061.0,1157-21d,Incarico (Non Pubblicato),,97000.0,Terreno,Non in Pubblicità,Terreno Edificabile Residenziale,,496.0,0.0,0.0,Assente,,,,,,44.69454,11.39668
64,45361,116-23,,116-23 ,Cantiere/Gruppo Attivo,Divisioni Specialistiche,Curzola Simone,"Bologna, Corticella 244","44.54721, 11.35559",5,47033.0,116-23a,Venduto/Affittato da ISP,Stipula/Contratto,710000.0,Appartamento,Non in Pubblicità,Appartamento,Quadrilocale,185.0,3.0,3.0,Privato,,,,,*A+,44.54721,11.35559
65,45361,116-23,,116-23 ,Cantiere/Gruppo Attivo,Divisioni Specialistiche,Curzola Simone,"Bologna, Corticella 244","44.54721, 11.35559",5,47035.0,116-23b,Venduto/Affittato da ISP,Stipula/Contratto,369000.0,Appartamento,Non in Pubblicità,Appartamento,Trilocale,107.0,2.0,2.0,Assente,,,,,*A+,44.54721,11.35559
66,45363,1-21,,1-21 ,Cantiere/Gruppo Attivo,San Giorgio di Piano,Magli Stefano,"Bentivoglio, Via Ilaria Alpi 1","44.6078, 11.381",2,45773.0,1-21a,Pubblicato,,98000.0,Terreno,In Pubblicità,Terreno Edificabile Residenziale,,530.0,0.0,0.0,Assente,,,,,,44.6078,11.381
67,45363,1-21,,1-21 ,Cantiere/Gruppo Attivo,San Giorgio di Piano,Magli Stefano,"Bentivoglio, Via Ilaria Alpi 1","44.6078, 11.381",2,45775.0,1-21b,Pubblicato,,84000.0,Terreno,In Pubblicità,Terreno Edificabile Residenziale,,498.0,0.0,0.0,Assente,,,,,,44.6078,11.381
68,45369,144-19,,144-19 ,Cantiere/Gruppo Attivo,San Pietro in Casale,Ceneri Vittorio,"San Pietro in Casale, Via Carlo Alberto dalla Chiesa Snc","44.7021, 11.40448",2,45569.0,144-19a,Pubblicato,,315000.0,Villa o Villetta,In Pubblicità,Porzione di Bifamiliare,,140.0,2.0,3.0,Privato,,,,,A1,44.7021,11.40448
69,45369,144-19,,144-19 ,Cantiere/Gruppo Attivo,San Pietro in Casale,Ceneri Vittorio,"San Pietro in Casale, Via Carlo Alberto dalla Chiesa Snc","44.7021, 11.40448",2,45571.0,144-19b,Pubblicato,,328000.0,Villa o Villetta,In Pubblicità,Porzione di Bifamiliare,,140.0,2.0,3.0,Privato,,,,,A1,44.7021,11.40448
70,45371,145-21,,145-21 ,Cantiere/Gruppo Attivo,Cento,Caselli Alessio,"Crevalcore, via Provanone snc","44.7886, 11.2027",16,45789.0,145-21c,Venduto/Affittato da ISP,Stipula/Contratto,119000.0,Villa o Villetta,Non in Pubblicità,Villetta (Schiera - Trifamiliare - Quadrifamiliare),,160.0,2.0,3.0,Privato,,,,,,44.7886,11.2027
71,45371,145-21,,145-21 ,Cantiere/Gruppo Attivo,Cento,Caselli Alessio,"Crevalcore, via Provanone snc","44.7886, 11.2027",16,45791.0,145-21d,Venduto/Affittato da ISP,Stipula/Contratto,119000.0,Villa o Villetta,Non in Pubblicità,Villetta (Schiera - Trifamiliare - Quadrifamiliare),,160.0,2.0,3.0,Privato,,,,,,44.7886,11.2027
72,45371,145-21,,145-21 ,Cantiere/Gruppo Attivo,Cento,Caselli Alessio,"Crevalcore, via Provanone snc","44.7886, 11.2027",16,45793.0,145-21k,Venduto/Affittato da ISP,Stipula/Contratto,99000.0,Villa o Villetta,Non in Pubblicità,Villetta (Schiera - Trifamiliare - Quadrifamiliare),,140.0,2.0,3.0,Privato,,,,,,44.7886,11.2027
73,45371,145-21,,145-21 ,Cantiere/Gruppo Attivo,Cento,Caselli Alessio,"Crevalcore, via Provanone snc","44.7886, 11.2027",16,47391.0,145-21a,Venduto/Affittato da ISP,Stipula/Contratto,99000.0,Villa o Villetta,Non in Pubblicità,Villetta (Schiera - Trifamiliare - Quadrifamiliare),,160.0,2.0,3.0,Privato,,,,,,44.7886,11.2027
74,45371,145-21,,145-21 ,Cantiere/Gruppo Attivo,Cento,Caselli Alessio,"Crevalcore, via Provanone snc","44.7886, 11.2027",16,47393.0,145-21b,Venduto/Affittato da ISP,Stipula/Contratto,99000.0,Villa o Villetta,Non in Pubblicità,Villetta (Schiera - Trifamiliare - Quadrifamiliare),,160.0,2.0,3.0,Privato,,,,,,44.7886,11.2027
